PMID,text,Experimental
33209251,"DEEPScreen: high performance drug-target interaction prediction with convolutional neural networks using 2-D structural compound representations.. The identification of physical interactions between drug candidate compounds and target biomolecules is an important process in drug discovery. Since conventional screening procedures are expensive and time consuming, computational approaches are employed to provide aid by automatically
predicting novel drug-target interactions (DTIs). In this study, we propose a large-scale DTI prediction system, DEEPScreen, for early stage drug discovery, using deep convolutional neural networks. One of the main advantages of DEEPScreen is employing readily available 2-D structural
representations of compounds at the input level instead of conventional descriptors that display limited performance. DEEPScreen learns complex features inherently from the 2-D representations, thus producing highly accurate predictions. The DEEPScreen system was trained for 704 target proteins
(using curated bioactivity data) and finalized with rigorous hyper-parameter optimization tests. We compared the performance of DEEPScreen against the state-of-the-art on multiple benchmark datasets to indicate the effectiveness of the proposed approach and verified selected novel predictions
through molecular docking analysis and literature-based validation. Finally, JAK proteins that were predicted by DEEPScreen as new targets of a well-known drug cladribine were experimentally demonstrated <i>in vitro</i> on cancer cells through STAT3 phosphorylation, which is the downstream effector
protein. The DEEPScreen system can be exploited in the fields of drug discovery and repurposing for <i>in silico</i> screening of the chemogenomic space, to provide novel DTIs which can be experimentally pursued. The source code, trained ""ready-to-use"" prediction models, all datasets and the results
of this study are available at ; https://github.com/cansyl/DEEPscreen.",1
33727915,"Synergistic Network Pharmacology for Traditional Chinese Medicine Liangxue Tongyu Formula in Acute Intracerebral Hemorrhagic Stroke.. Nowadays, acute intracerebral hemorrhage stroke (AICH) still causes higher mortality. Liangxue Tongyu Formula (LXTYF), originating from a traditional Chinese medicine (TCM) prescription, is widely used as auxiliary treatment for AICH. To dig into the multicomponent, multitarget, and
multipathway mechanism of LXTYF on treating AICH via network pharmacology and RNA-seq. Network pharmacology analysis was used by ingredient collection, target exploration and prediction, network construction, and Gene Ontology (GO) and KEGG analysis, with the Cytoscape software and ClusterProfiler
package in R. The RNA-seq data of the AICH-rats were analyzed for differential expression and functional enrichments. Herb-Compound-Target-Pathway (H-C-T-P) network was shown to clarify the mechanism of LXTYF for AICH. 76 active ingredients (quercetin, Alanine, kaempferol, etc.) of LXTYF and 376
putative targets to alleviate AICH (PTGS2, PTGS1, ESR1, etc.) were successfully identified. The protein-protein interaction (PPI) network indicated the important role of STAT3. The functional enrichment of GO and KEGG pathway showed that LXTYF is most likely to influence MAPK and PI3K-Akt signaling
pathways for AICH treatment. From the RNA-seq of AICH-rats, 583 differential mRNAs were identified and 14 of them were consistent with the putative targets of LXTYF for AICH treatment. The KEGG pathway enrichment also implied that the MAPK signaling pathway was the most correlated one among all the
related signaling pathways. Many important targets with expression changes of LXTYF for AICH treatment and their related pathways are great markers of antioxidation, anti-inflammatory, antiapoptosis, and lowering blood pressure, which indicated that LXTYF may play mutiroles in the mechanisms for
AICH treatment. The LXTYF attenuates AICH partially by antioxidation, anti-inflammatory, and antiapoptosis and lowers blood pressure roles through regulating the targets involved MAPK, calcium, apoptosis, and TNF signaling pathway, which provide notable clues for further experimental validation.",0
35806294,"Multifunctional Analysis of Chia Seed (<i>Salvia hispanica</i> L.) Bioactive Peptides Using Peptidomics and Molecular Dynamics Simulations Approaches.. Chia seed peptides (CSP) can be a source of multifunctional biopeptides to treat non-communicable diseases. However, interactions and binding affinity involved in targeting specific receptors remains unexplored. In this study, molecular simulation techniques were used as virtual screening
of CSP to determine drug-like candidates using a multi-target-directed ligand approach. CSP fraction with the best bioactivities in vitro was sequenced. Then, a prediction model was built using physicochemical descriptors (hydrophobicity, hydrophilicity, intestinal stability, antiangiogenic,
antihypertensive, and anti-inflammatory) to calculate potential scores and rank possible biopeptides. Furthermore, molecular dynamics simulations (MDS) and ensemble molecular docking analysis were carried out using four human protein targets (ACE, angiotensin converting enzyme; VEGF, vascular
endothelial growth factor; GLUC, glucocorticoid and MINC, mineralocorticoid receptors). Five known-sequence peptides (NNVFYPF, FNIVFPG, SRPWPIDY, QLQRWFR, GSRFDWTR) and five de novo peptides (DFKF, DLRF, FKAF, FRSF, QFRF) had the lowest energy score and higher affinity for ACE and VEGF. The
therapeutic effects of these selected peptides can be related to the inhibition of the enzymes involved in angiogenesis and hypertension, due to formation of stable complexes with VEGF and ACE binding sites, respectively. The application of MDS is a good resource for identifying bioactive peptides
for future experimental validation.",0
34652996,"Co-VAE: Drug-Target Binding Affinity Prediction by Co-Regularized Variational Autoencoders.. Identifying drug-target interactions has been a key step in drug discovery. Many computational methods have been proposed to directly determine whether drugs and targets can interact or not. Drug-target binding affinity is another type of data which could show the strength of the binding
interaction between a drug and a target. However, it is more challenging to predict drug-target binding affinity, and thus a very few studies follow this line. In our work, we propose a novel co-regularized variational autoencoders (Co-VAE) to predict drug-target binding affinity based on drug
structures and target sequences. The Co-VAE model consists of two VAEs for generating drug SMILES strings and target sequences, respectively, and a co-regularization part for generating the binding affinities. We theoretically prove that the Co-VAE model is to maximize the lower bound of the joint
likelihood of drug, protein and their affinity. The Co-VAE could predict drug-target affinity and generate new drugs which share similar targets with the input drugs. The experimental results on two datasets show that the Co-VAE could predict drug-target affinity better than existing affinity
prediction methods such as DeepDTA and DeepAffinity, and could generate more new valid drugs than existing methods such as GAN and VAE.",0
38059302,"Identification of putative allosteric inhibitors of BCKDK via virtual screening and biological evaluation.. Abnormal accumulation of branched-chain amino acids (BCAAs) can lead to metabolic diseases and cancers. Branched-chain α-keto acid dehydrogenase kinase (BCKDK) is a key negative regulator of BCAA catabolism, and targeting BCKDK provides a promising therapeutic approach for diseases caused
by BCAA accumulation. Here, we screened PPHN and POAB as novel putative allosteric inhibitors by integrating allosteric binding site prediction, large-scale ligand database virtual screening, and bioactivity evaluation assays. Both of them showed a high binding affinity to BCKDK, with K<sub>d</sub>
values of 3.9 μM and 1.86 μM, respectively. In vivo experiments, the inhibitors demonstrated superior kinase inhibitory activity and notable antiproliferative and proapoptotic effects on diverse cancer cells. Finally, bulk RNA-seq analysis revealed that PPHN and POAB suppressed cell growth through a
range of signalling pathways. Taken together, our findings highlight two novel BCKDK inhibitors as potent therapeutic candidates for metabolic diseases and cancers associated with BCAA dysfunctional metabolism.",1
35471889,"AttentionDTA: Drug-Target Binding Affinity Prediction by Sequence-Based Deep Learning With Attention Mechanism.. The identification of drug-target relations (DTRs) is substantial in drug development. A large number of methods treat DTRs as drug-target interactions (DTIs), a binary classification problem. The main drawback of these methods are the lack of reliable negative samples and the absence of
many important aspects of DTR, including their dose dependence and quantitative affinities. With increasing number of publications of drug-protein binding affinity data recently, DTRs prediction can be viewed as a regression problem of drug-target affinities (DTAs) which reflects how tightly the
drug binds to the target and can present more detailed and specific information than DTIs. The growth of affinity data enables the use of deep learning architectures, which have been shown to be among the state-of-the-art methods in binding affinity prediction. Although relatively effective, due to
the black-box nature of deep learning, these models are less biologically interpretable. In this study, we proposed a deep learning-based model, named AttentionDTA, which uses attention mechanism to predict DTAs. Different from the models using 3D structures of drug-target complexes or graph
representation of drugs and proteins, the novelty of our work is to use attention mechanism to focus on key subsequences which are important in drug and protein sequences when predicting its affinity. We use two separate one-dimensional Convolution Neural Networks (1D-CNNs) to extract the semantic
information of drug's SMILES string and protein's amino acid sequence. Furthermore, a two-side multi-head attention mechanism is developed and embedded to our model to explore the relationship between drug features and protein features. We evaluate our model on three established DTA benchmark
datasets, Davis, Metz, and KIBA. AttentionDTA outperforms the state-of-the-art deep learning methods under different evaluation metrics. The results show that the attention-based model can effectively extract protein features related to drug information and drug features related to protein
information to better predict drug target affinities. It is worth mentioning that we test our model on IC50 dataset, which provides the binding sites between drugs and proteins, to evaluate the ability of our model to locate binding sites. Finally, we visualize the attention weight to demonstrate
the biological significance of the model. The source code of AttentionDTA can be downloaded from https://github.com/zhaoqichang/AttentionDTA_TCBB.",0
28260517,"CAPi: Computational Model for Apicoplast Inhibitors Prediction Against Plasmodium Parasite.. Discovery of apicoplast as a drug target offers a new direction in the development of novel anti-malarial compounds, especially against the drug-resistant strains. Drugs such as azithromycin were reported to block the apicoplast development that leads to unusual phenotypes affecting the
parasite. This phenomenon suggests that identification of new apicoplast inhibitors will aid in the anti-malarial drug discovery. Therefore, in this study, we developed a computational model to predict apicoplast inhibitors by applying state-of-the-art machine learning techniques. We have used two
high-throughput chemical screening data (AID-504850, AID-504848) from PubChem BioAssay database and applied machine learning techniques. The performance of the models were assessed on various types of binary fingerprints. In this study, we developed a robust computational algorithm for the
prediction of apicoplast inhibition. We observed 73.7% sensitivity and 84% specificity along with 81.4% accuracy rate only on 41 PubChem fingerprints on 48 hrs dataset. Similarly, an accuracy rate of 75.8% was observed for 96 hrs dataset. Additionally, we observed that our model has ~70% positive
prediction rate on the independent dataset obtained from ChEMBL-NTD database. Furthermore, the fingerprint analysis suggested that compounds with at least one heteroatom containing hexagonal ring would most likely belong to the antimalarial category as compared to simple aliphatic compounds. We also
observed that aromatic compounds with oxygen and chlorine atoms were preferred in inhibitors class as compared to sulphur. Additionally, the compounds with average molecular weight >380Da and XlogP>4 were most likely to belong to the inhibitor category. This study highlighted the significance of
simple interpretable molecular properties along with some preferred substructure in designing the novel anti-malarial compounds. In addition to that, robustness and accuracy of models developed in the present work could be utilized to screen a large chemical library. Based on this study, we
developed freely available software at http://deepaklab. com/capi. This study would provide the best alternative for searching the novel apicoplast inhibitors against Plasmodium.",0
35871777,"Integrating Network Pharmacology, Molecular Docking, and Experimental Validation to Investigate the Mechanism of (-)-Guaiol Against Lung Adenocarcinoma.. BACKGROUND Lung adenocarcinoma (LUAD) is the most common type of lung cancer, which poses a serious threat to human life and health. -(-)Guaiol, an effective ingredient of many medicinal herbs, has been shown to have a high potential for tumor interference and suppression. However,
knowledge of pharmacological mechanisms is still lacking adequate identification or interpretation. MATERIAL AND METHODS The genes of LUAD patients collected from TCGA were analyzed using limma and WGCNA. In addition, targets of (-)-Guaiol treating LUAD were selected through a prediction network.
Venn analysis was then used to visualize the overlapping genes, which were further condensed using the PPI network. GO and KEGG analyses were performed sequentially, and the essential targets were evaluated and validated using molecular docking. In addition, cell-based verification, including the
CCK-8 assay, cell death assessment, apoptosis analysis, and western blot, was performed to determine the mechanism of action of (-)-Guaiol. RESULTS The genes included 959 differentially-expressed genes, 6075 highly-correlated genes, and 480 drug-target genes. Through multivariate analysis, 23 hub
genes were identified and functional enrichment analyses revealed that the PI3K/Akt signaling pathway was the most significant. Experiment results showed that -(-)Guaiol can inhibit LUAD cell growth and induce apoptosis. Additional evidence suggested that the PI3K/Akt signaling pathway established
an inseparable role in the antitumor processes of -(-)Guaiol, which is consistent with network pharmacology results. CONCLUSIONS Our results show that the effect of (-)-Guaiol in LUAD treatment involves the PI3K/Akt signaling pathway, providing a useful reference and medicinal value in the treatment
of LUAD.",1
38070637,"Identification and experimental validation of Stearoyl-CoA desaturase is a new drug therapeutic target for osteosarcoma.. Osteosarcoma (OS) is the most common malignant bone tumor. Fatty acid reprogramming plays an essential role in OS progression. However, new fatty acid related therapeutic targets of OS have not been completely elucidated. Therefore, we firstly identified 113 differentially expressed fatty
acid metabolism genes using bioinformatic analysis, 19 of which were found to be associated with OS prognosis. Then, 7 hub genes were screened out and yielded a strong prediction accuracy (AUC value = 0.88, at 3 years) for predicting the survival status of OS patients. Furthermore, we confirmed that
SCD was highly expressed in OS cells and patients. And Knock-down of SCD impaired proliferation and migration of OS cells. Moreover, SCD was transcriptionally activated by c-Myc to promote proliferation and migration of OS cells. Finally, SCD inhibitor could significantly induce OS ferroptosis in
vitro and in vivo. In conclusion, we identified that SCD was a reliable risk factor for OS patients. And SCD was activated by c-Myc. The inhibitor of SCD could significantly impaired OS growth and induce OS ferroptosis, which indicated that SCD was a potential drug target for OS treatment.",1
37663478,"Network Pharmacology-Based Approach to Investigate the Active Ingredients and Therapeutic Mechanisms of Jingu Tongxiao Pill against Osteoarthritis.. This study aimed to investigate the active ingredients and therapeutic mechanisms of Jingu Tongxiao Pill (JGTXP), a commonly used Chinese patent medicine, in treating osteoarthritis (OA) via network pharmacology analysis combined with experimental validation. First, we administered JGTXP
to rat plasma and identified the candidate active compounds. Next, target prediction, protein-protein interaction, compound-target network construction, gene ontology (GO), and Kyoto Encyclopedia of Genes and Genomes pathway enrichment analyses were conducted for JGTXP. Lastly, the network-derived
key targets and pathways were validated in vitro and in vivo. Finally, we identified 106 compounds in JGTXP and 24 absorbed compounds in the rat plasma. Network analysis revealed that JGTXP interferes with OA mainly via regulating the inflammatory response, collagen catabolic process, and osteoclast
differentiation, and the nuclear factor kappa B (NF-κB) signaling pathway plays a pivotal role in these processes. Experimentally, JGTXP exerted potential protective effects on articular cartilage and inhibited expression of inflammatory mediators and collagen catabolism-related proteins, including
interleukin 1 beta (IL-1β), interleukin 6, tumor necrosis factor alpha (TNF-α), and matrix metalloproteinase (MMP) 3 and MMP13, in a papain-induced OA rat model. Consistently, mRNA expression levels of these factors and nitric oxide release were suppressed by JGTXP in an LPS-induced RAW 264.7
inflammation model. The reporter gene assay showed that JGTXP could reduce the transcriptional activity of NF-κB. Consecutive western blot analysis demonstrated that nuclear NF-κB p65, inducible nitric oxide synthase (iNOS), and cyclooxygenase 2 (COX-2) expression were inhibited while cytoplasmic
NF-κB p65 was upregulated by JGTXP. Using a combination of chemical profiling, network pharmacology analysis, and experimental validation, we preliminarily clarified the active ingredients of JGTXP intervention for OA and demonstrated that JGTXP ameliorates OA, at least partially, by regulating the
NF-κB signaling pathway.",1
26415726,"Computational probing protein-protein interactions targeting small molecules.. With the booming of interactome studies, a lot of interactions can be measured in a high throughput way and large scale datasets are available. It is becoming apparent that many different types of interactions can be potential drug targets. Compared with inhibition of a single protein,
inhibition of protein-protein interaction (PPI) is promising to improve the specificity with fewer adverse side-effects. Also it greatly broadens the drug target search space, which makes the drug target discovery difficult. Computational methods are highly desired to efficiently provide candidates
for further experiments and hold the promise to greatly accelerate the discovery of novel drug targets. Here, we propose a machine learning method to predict PPI targets in a genomic-wide scale. Specifically, we develop a computational method, named as PrePPItar, to Predict PPIs as drug targets by
uncovering the potential associations between drugs and PPIs. First, we survey the databases and manually construct a gold-standard positive dataset for drug and PPI interactions. This effort leads to a dataset with 227 associations among 63 PPIs and 113 FDA-approved drugs and allows us to build
models to learn the association rules from the data. Second, we characterize drugs by profiling in chemical structure, drug ATC-code annotation, and side-effect space and represent PPI similarity by a symmetrical S-kernel based on protein amino acid sequence. Then the drugs and PPIs are correlated
by Kronecker product kernel. Finally, a support vector machine (SVM), is trained to predict novel associations between drugs and PPIs. We validate our PrePPItar method on the well-established gold-standard dataset by cross-validation. We find that all chemical structure, drug ATC-code, and
side-effect information are predictive for PPI target. Moreover, we can increase the PPI target prediction coverage by integrating multiple data sources. Follow-up database search and pathway analysis indicate that our new predictions are worthy of future experimental validation. In conclusion,
PrePPItar can serve as a useful tool for PPI target discovery and provides a general heterogeneous data integrative framework. PrePPItar is available at http://doc.aporc.org/wiki/PrePPItar. ycwang@nwipb.cas.cn or ywang@amss.ac.cn Supplementary data are available at Bioinformatics online.",0
34551818,"DTi2Vec: Drug-target interaction prediction using network embedding and ensemble learning.. Drug-target interaction (DTI) prediction is a crucial step in drug discovery and repositioning as it reduces experimental validation costs if done right. Thus, developing in-silico methods to predict potential DTI has become a competitive research niche, with one of its main focuses being
improving the prediction accuracy. Using machine learning (ML) models for this task, specifically network-based approaches, is effective and has shown great advantages over the other computational methods. However, ML model development involves upstream hand-crafted feature extraction and other
processes that impact prediction accuracy. Thus, network-based representation learning techniques that provide automated feature extraction combined with traditional ML classifiers dealing with downstream link prediction tasks may be better-suited paradigms. Here, we present such a method, DTi2Vec,
which identifies DTIs using network representation learning and ensemble learning techniques. DTi2Vec constructs the heterogeneous network, and then it automatically generates features for each drug and target using the nodes embedding technique. DTi2Vec demonstrated its ability in drug-target link
prediction compared to several state-of-the-art network-based methods, using four benchmark datasets and large-scale data compiled from DrugBank. DTi2Vec showed a statistically significant increase in the prediction performances in terms of AUPR. We verified the ""novel"" predicted DTIs using several
databases and scientific literature. DTi2Vec is a simple yet effective method that provides high DTI prediction performance while being scalable and efficient in computation, translating into a powerful drug repositioning tool.",0
37680476,"Overfit deep neural network for predicting drug-target interactions.. Drug-target interactions (DTIs) prediction is an important step in drug discovery. As traditional biological experiments or high-throughput screening are high cost and time-consuming, many deep learning models have been developed. Overfitting must be avoided when training deep learning
models. We propose a simple framework, called OverfitDTI, for DTI prediction. In OverfitDTI, a deep neural network (DNN) model is overfit to sufficiently learn the features of the chemical space of drugs and the biological space of targets. The weights of trained DNN model form an implicit
representation of the nonlinear relationship between drugs and targets. Performance of OverfitDTI on three public datasets showed that the overfit DNN models fit the nonlinear relationship with high accuracy. We identified fifteen compounds that interacted with TEK, a receptor tyrosine kinase
contributing to vascular homeostasis, and the predicted AT9283 and dorsomorphin were experimentally demonstrated as inhibitors of TEK in human umbilical vein endothelial cells (HUVECs).",1
36650765,"Drug-target binding affinity prediction method based on a deep graph neural network.. The development of new drugs is a long and costly process, Computer-aided drug design reduces development costs while computationally shortening the new drug development cycle, in which DTA (Drug-Target binding Affinity) prediction is a key step to screen out potential drugs. With the
development of deep learning, various types of deep learning models have achieved notable performance in a wide range of fields. Most current related studies focus on extracting the sequence features of molecules while ignoring the valuable structural information; they employ sequence data that
represent only the elemental composition of molecules without considering the molecular structure maps that contain structural information. In this paper, we use graph neural networks to predict DTA based on corresponding graph data of drugs and proteins, and we achieve competitive performance on
two benchmark datasets, Davis and KIBA. In particular, an MSE of 0.227 and CI of 0.895 were obtained on Davis, and an MSE of 0.127 and CI of 0.903 were obtained on KIBA.",0
36812712,"In silico evaluation of geroprotective phytochemicals as potential sirtuin 1 interactors.. Sirtuin 1 (SIRT1) belongs to the histone deacetylase enzyme family and its activity regulates various signaling networks associated with aging. SIRT1 is widely involved in a large number of biological processes, including senescence, autophagy, inflammation, and oxidative stress. In
addition, SIRT1 activation may improve lifespan and health in numerous experimental models. Therefore, SIRT1 targeting is a potential strategy to delay or reverse aging and age-related diseases. Although SIRT1 is activated by a wide array of small molecules, only a limited number of phytochemicals
that directly interact with SIRT1 have been identified. Using the Geroprotectors.org database and a literature search, the aim of this study was to identify geroprotective phytochemicals that might interact with SIRT1. We performed molecular docking, density functional theory studies, molecular
dynamic simulations (MDS), and absorption, distribution, metabolism, excretion, and toxicity (ADMET) prediction to screen potential candidates against SIRT1. After the initial screening of 70 phytochemicals, crocin, celastrol, hesperidin, taxifolin, vitexin, and quercetin had significant binding
affinity scores. These six compounds established multiple hydrogen-bonding and hydrophobic interactions with SIRT1 and showed good drug-likeness and ADMET properties. In particular, crocin was further analyzed using MDS to study its complex with SIRT1 during simulation. Crocin has a high reactivity
to SIRT1 and can form a stable complex with it, showing a good ability to fit into the binding pocket. Although further investigations are required, our results suggest that these geroprotective phytochemicals, especially crocin, are novel interacting partners of SIRT1.",0
33840835,"Rational design of flavonoid based potential inhibitors targeting SARS-CoV 3CL protease for the treatment of COVID-19.. The current outbreak of Coronavirus Disease 2019 (COVID-19) pandemic has reported thousands of deaths worldwide due to the rapid transmission rate and the lack of antiviral drugs and vaccinations. There is an urgent need to develop potential antiviral drug candidates for the prevention of
COVID-19 infection. In the present study, a series of potential inhibitors targeting SARS-CoV 3CL protease were rationally designed by incorporating gamma lactam ring, and various fluoro substituted heterocyclic ring systems to the flavonoid scaffold. The prediction of drug-likeness, oral
bioavailability, toxicity, synthetic accessibility, and ADMET properties was made by computational means. Quercetin was used as standard. The binding affinity of the ligands towards the 3CL protease target was examined using docking simulations. The designed ligands possess favourable
pharmacokinetic and pharmacodynamic properties. Ligand L4, L8, and L14 appeared to be the lead compounds in the series and can be considered for further <i>in-vivo</i> and <i>in-vitro</i> validation.",0
29474056,"Quantitative Prediction of Multivalent Ligand-Receptor Binding Affinities for Influenza, Cholera, and Anthrax Inhibition.. Multivalency achieves strong, yet reversible binding by the simultaneous formation of multiple weak bonds. It is a key interaction principle in biology and promising for the synthesis of high-affinity inhibitors of pathogens. We present a molecular model for the binding affinity of
synthetic multivalent ligands onto multivalent receptors consisting of n receptor units arranged on a regular polygon. Ligands consist of a geometrically matching rigid polygonal core to which monovalent ligand units are attached via flexible linker polymers, closely mimicking existing experimental
designs. The calculated binding affinities quantitatively agree with experimental studies for cholera toxin ( n = 5) and anthrax receptor ( n = 7) and allow to predict optimal core size and optimal linker length. Maximal binding affinity is achieved for a core that matches the receptor size and for
linkers that have an equilibrium end-to-end distance that is slightly longer than the geometric separation between ligand core and receptor sites. Linkers that are longer than optimal are greatly preferable compared to shorter linkers. The angular steric restriction between ligand unit and linker
polymer is shown to be a key parameter. We construct an enhancement diagram that quantifies the multivalent binding affinity compared to monovalent ligands. We conclude that multivalent ligands against influenza viral hemagglutinin ( n = 3), cholera toxin ( n = 5), and anthrax receptor ( n = 7) can
outperform monovalent ligands only for a monovalent ligand affinity that exceeds a core-size dependent threshold value. Thus, multivalent drug design needs to balance core size, linker length, as well as monovalent ligand unit affinity.",0
37962580,"Design of new Mcl-1 inhibitors for cancer using fragments hybridization, molecular docking, and molecular dynamics studies.. Apoptosis is a critical process that regulates cell survival and death and plays an essential role in cancer development. The Bcl-2 protein family, including myeloid leukemia 1 (Mcl-1), is a key regulator of the intrinsic apoptosis pathway, and its overexpression in many human cancers has
prompted efforts to develop Mcl-1 inhibitors as potential anticancer agents. In this study, we aimed to design new Mcl-1 inhibitors using various computational techniques. First, we used the Mcl-1 receptor-ligand complex to build an e-pharmacophore hypothesis and screened a library of 567,000
fragments from the Enamine database. We obtained 410 fragments and used them to design 92,384 novel compounds, which we then docked into the Mcl-1 binding cavity using HTVS, SP, and XP docking modes of Glide. To assess their suitability as drug candidates, we conducted MM-GBSA calculations and ADME
prediction, leading to the identification of 10 compounds with excellent binding affinity and favorable pharmacokinetic properties. To further investigate the interaction strength, we performed molecular dynamics simulations on the top three Mcl-1 receptor-ligand complexes to study their interaction
stability. Overall, our findings suggest that these compounds have promising potential as anticancer agents, pending further experimental validation such as Mcl-1 apoptosis Assay. By combining experimental methods with various <i>in silico</i> approaches, these techniques prove to be invaluable for
identifying novel drug candidates with distinct therapeutic applications using fragment-based drug design. This methodology has the potential to expedite the drug discovery process while also reducing its costs.Communicated by Ramaswamy H. Sarma.",0
34887749,"Prediction of the Molecular Mechanisms Underlying Erlong Zuoci Treatment of Age-Related Hearing Loss via Network Pharmacology-Based Analyses Combined with Experimental Validation.. <b>Background:</b> The traditional Chinese medicine formula ErLong ZuoCi (ELZC) has been extensively used to treat age-related hearing loss (ARHL) in clinical practice in China for centuries. However, the underlying molecular mechanisms are still poorly understood. <b>Objective:</b>
Combine network pharmacology with experimental validation to explore the potential molecular mechanisms underlying ELZC with a systematic viewpoint. <b>Methods:</b> The chemical components of ELZC were collected from the Traditional Chinese Medicine System Pharmacology database, and their possible
target proteins were predicted using the SwissTargetPrediction database. The putative ARHL-related target proteins were identified from the database: GeneCards and OMIM. We constructed the drug-target network as well as drug-disease specific protein-protein interaction networks and performed
clustering and topological property analyses. Functional annotation and signaling pathways were performed by gene ontology and Kyoto Encyclopedia of Genes and Genomes enrichment analysis. Finally, <i>in vitro</i> experiments were also performed to validate ELZC's key target proteins and treatment
effects on ARHL. <b>Results:</b> In total, 63 chemical compounds from ELZC and 365 putative ARHL-related targets were identified, and 1860 ARHL-related targets were collected from the OMIM and GeneCards. A total of 145 shared targets of ELZC and ARHL were acquired by Venn diagram analysis.
Functional enrichment analysis suggested that ELZC might exert its pharmacological effects in multiple biological processes, such as cell proliferation, apoptosis, inflammatory response, and synaptic connections, and the potential targets might be associated with AKT, ERK, and STAT3, as well as
other proteins. <i>In vitro</i> experiments revealed that ELZC pretreatment could decrease senescence-associated <i>β</i>-galactosidase activity in hydrogen peroxide-induced auditory hair cells, eliminate DNA damage, and reduce cellular senescence protein p21 and p53. Finally, Western blot analysis
confirmed that ELZC could upregulate the predicted target ERK phosphorylation. <b>Conclusion:</b> We provide an integrative network pharmacology approach, in combination with <i>in vitro</i> experiments to explore the underlying molecular mechanisms governing ELZC treatment of ARHL. The protective
effects of ELZC against ARHL were predicted to be associated with cellular senescence, inflammatory response, and synaptic connections which might be linked to various pathways such as JNK/STAT3 and ERK cascade signaling pathways. As a prosperous possibility, our experimental data suggest
phosphorylation ERK is essential for ELZC to prevent degeneration of cochlear.",1
34667533,"Structure-guided machine learning prediction of drug resistance mutations in Abelson 1 kinase.. Kinases play crucial roles in cellular signalling and biological processes with their dysregulation associated with diseases, including cancers. Kinase inhibitors, most notably those targeting ABeLson 1 (ABL1) kinase in chronic myeloid leukemia, have had a significant impact on cancer
survival, yet emergence of resistance mutations can reduce their effectiveness, leading to therapeutic failure. Limited effort, however, has been devoted to developing tools to accurately identify ABL1 resistance mutations, as well as providing insights into their molecular mechanisms. Here we
investigated the structural basis of ABL1 mutations modulating binding affinity of eight FDA-approved drugs. We found mutations impair affinity of type I and type II inhibitors differently and used this insight to developed a novel web-based diagnostic tool, SUSPECT-ABL, to pre-emptively predict
resistance profiles and binding free-energy changes (ΔΔ<i>G</i>) of all possible ABL1 mutations against inhibitors with different binding modes. Resistance mutations in ABL1 were successfully identified, achieving a Matthew's Correlation Coefficient of up to 0.73 and the resulting change in ligand
binding affinity with a Pearson's correlation of up to 0.77, with performances consistent across non-redundant blind tests. Through an <i>in silico</i> saturation mutagenesis, our tool has identified possibly emerging resistance mutations, which offers opportunities for <i>in vivo</i> experimental
validation. We believe SUSPECT-ABL will be an important tool not just for improving precision medicine efforts, but for facilitating the development of next-generation inhibitors that are less prone to resistance. We have made our tool freely available at http://biosig.unimelb.edu.au/suspect_abl/.",0
31452103,"Docking with AutoDock4.. AutoDock is one of the most popular receptor-ligand docking simulation programs. It was first released in the early 1990s and is in continuous development and adapted to specific protein targets. AutoDock has been applied to a wide range of biological systems. It has been used not only for
protein-ligand docking simulation but also for the prediction of binding affinity with good correlation with experimental binding affinity for several protein systems. The latest version makes use of a semi-empirical force field to evaluate protein-ligand binding affinity and for selecting the
lowest energy pose in docking simulation. AutoDock4.2.6 has an arsenal of four search algorithms to carry out docking simulation including simulated annealing, genetic algorithm, and Lamarckian algorithm. In this chapter, we describe a tutorial about how to perform docking with AutoDock4. We focus
our simulations on the protein target cyclin-dependent kinase 2.",0
34484402,"Identifying Active Compounds and Mechanism of <i>Camellia nitidissima</i> Chi on Anti-Colon Cancer by Network Pharmacology and Experimental Validation.. Camellia <i>nitidissima</i> Chi (CNC) is a traditional Chinese medicine (TCM) with anticancer property. However, its underlying mechanisms of anti-colon cancer (CC) remain unknown. Therefore, a systematic approach is proposed in the present study to elucidate the anticancer mechanisms of
CNC based on network pharmacology and experimental validation. Initially, the potential active ingredients of CNC were verified via the TCMSP database based on the oral bioavailability (OB) and drug-likeness (DL) terms. Hub targets of CNC were acquired from SwissTarget prediction and TCMSP
databases, and target genes related to CC were gathered from GeneCards and OMIM databases. Cytoscape was used to establish the compound-target networks. Next, the hub target genes collected from the CNC and CC were parsed via GO and KEGG analysis. Results of GO and KEGG analysis reveal that
quercetin and luteolin in CNC, VEGFA and AKT1 targets, and PI3K-Akt pathway were associated with the suppression of CC. Besides, the result of molecular docking unveils that VEGFA demonstrates the most powerful binding affinity among the binding outcomes. This finding was successfully validated
using <i>in vitro</i> HCT116 cell model experiment. In conclusion, this study proved the usefulness of integrating network pharmacology with <i>in vitro</i> experiments in the elucidation of underlying molecular mechanisms of TCM.",1
