PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
34222831,Persistent Cohomology for Data With Multicomponent Heterogeneous Information,"Cang Z, Wei GW.",SIAM J Math Data Sci. 2020;2(2):396-418. doi: 10.1137/19m1272226. Epub 2020 May 19.,Cang Z,SIAM J Math Data Sci,2020,2021/07/05,PMC8249079,NIHMS1605488,10.1137/19m1272226
31001324,BayesPI-BAR2: A New Python Package for Predicting Functional Non-coding Mutations in Cancer Patient Cohorts,"Batmanov K, Delabie J, Wang J.",Front Genet. 2019 Apr 2;10:282. doi: 10.3389/fgene.2019.00282. eCollection 2019.,Batmanov K,Front Genet,2019,2019/04/20,PMC6454009,,10.3389/fgene.2019.00282
29524380,In vitro selection and characterization of single stranded DNA aptamers for luteolin: A possible recognition tool,"Tuma Sabah J, Zulkifli RM, Shahir S, Ahmed F, Abdul Kadir MR, Zakaria Z.",Anal Biochem. 2018 May 15;549:72-79. doi: 10.1016/j.ab.2018.03.004. Epub 2018 Mar 7.,Tuma Sabah J,Anal Biochem,2018,2018/03/11,,,10.1016/j.ab.2018.03.004
37142220,Identification of a druggable pocket of the calcium-activated chloride channel TMEM16A in its open state,"Shi S, Ma B, Ji Q, Guo S, An H, Ye S.",J Biol Chem. 2023 Jun;299(6):104780. doi: 10.1016/j.jbc.2023.104780. Epub 2023 May 2.,Shi S,J Biol Chem,2023,2023/05/04,PMC10245117,,10.1016/j.jbc.2023.104780
33484798,Exploring the druggable proteome of Candida species through comprehensive computational analysis,"Mukherjee S, Kundu I, Askari M, Barai RS, Venkatesh KV, Idicula-Thomas S.",Genomics. 2021 Mar;113(2):728-739. doi: 10.1016/j.ygeno.2020.12.040. Epub 2021 Jan 20.,Mukherjee S,Genomics,2021,2021/01/23,,,10.1016/j.ygeno.2020.12.040
32917698,Tissue-specific genetic features inform prediction of drug side effects in clinical trials,"Duffy Á, Verbanck M, Dobbyn A, Won HH, Rein JL, Forrest IS, Nadkarni G, Rocheleau G, Do R.",Sci Adv. 2020 Sep 10;6(37):eabb6242. doi: 10.1126/sciadv.abb6242. Print 2020 Sep.,Duffy Á,Sci Adv,2020,2020/09/12,,,10.1126/sciadv.abb6242
35097126,Mechanism of Sanhua Decoction in the Treatment of Ischemic Stroke Based on Network Pharmacology Methods and Experimental Verification,"YingHuang, Gao SS, Gong ZH, Li WJ, Xiao-junGou, Sun JJ, Sun MJ.",Biomed Res Int. 2022 Jan 21;2022:7759402. doi: 10.1155/2022/7759402. eCollection 2022.,YingHuang,Biomed Res Int,2022,2022/01/31,PMC8799339,,10.1155/2022/7759402
37287987,Comprehensive analysis of endoplasmic reticulum stress-associated genes signature of ulcerative colitis,"Deng B, Liao F, Liu Y, He P, Wei S, Liu C, Dong W.",Front Immunol. 2023 May 23;14:1158648. doi: 10.3389/fimmu.2023.1158648. eCollection 2023.,Deng B,Front Immunol,2023,2023/06/08,PMC10243217,,10.3389/fimmu.2023.1158648
32165246,Immunoselective algorithm to devise multi-epitope subunit vaccine fighting against human cytomegalovirus infection,"Pandey RK, Ojha R, Dipti K, Kumar R, Prajapati VK.",Infect Genet Evol. 2020 Aug;82:104282. doi: 10.1016/j.meegid.2020.104282. Epub 2020 Mar 10.,Pandey RK,Infect Genet Evol,2020,2020/03/14,,,10.1016/j.meegid.2020.104282
24528656,Iterative weighting of multiblock data in the orthogonal partial least squares framework,"Boccard J, Rutledge DN.",Anal Chim Acta. 2014 Feb 27;813:25-34. doi: 10.1016/j.aca.2014.01.025. Epub 2014 Jan 16.,Boccard J,Anal Chim Acta,2014,2014/02/18,,,10.1016/j.aca.2014.01.025
36265469,Resistor: An algorithm for predicting resistance mutations via Pareto optimization over multistate protein design and mutational signatures,"Guerin N, Feichtner A, Stefan E, Kaserer T, Donald BR.",Cell Syst. 2022 Oct 19;13(10):830-843.e3. doi: 10.1016/j.cels.2022.09.003.,Guerin N,Cell Syst,2022,2022/10/20,PMC9589925,NIHMS1838646,10.1016/j.cels.2022.09.003
27817242,Nanoparticle Fullerene (C60) demonstrated stable binding with antibacterial potential towards probable targets of drug resistant Salmonella typhi - a computational perspective and in vitro investigation,"Skariyachan S, Parveen A, Garka S.",J Biomol Struct Dyn. 2017 Dec;35(16):3449-3468. doi: 10.1080/07391102.2016.1257441. Epub 2016 Nov 23.,Skariyachan S,J Biomol Struct Dyn,2017,2016/11/08,,,10.1080/07391102.2016.1257441
37952424,Anemonin ameliorates human diploid fibroblasts 2BS and IMR90 cell senescence by PARP1-NAD(+)-SIRT1 signaling pathway,"Zhao L, Hu K, Liu W, Qi H, Li G, Chen J, Han L.",Arch Gerontol Geriatr. 2024 Feb;117:105255. doi: 10.1016/j.archger.2023.105255. Epub 2023 Oct 31.,Zhao L,Arch Gerontol Geriatr,2024,2023/11/12,,,10.1016/j.archger.2023.105255
28889350,Binding free energy predictions of farnesoid X receptor (FXR) agonists using a linear interaction energy (LIE) approach with reliability estimation: application to the D3R Grand Challenge 2,"Rifai EA, van Dijk M, Vermeulen NPE, Geerke DP.",J Comput Aided Mol Des. 2018 Jan;32(1):239-249. doi: 10.1007/s10822-017-0055-0. Epub 2017 Sep 9.,Rifai EA,J Comput Aided Mol Des,2018,2017/09/11,PMC5767202,,10.1007/s10822-017-0055-0
30790057,Conserved peptide vaccine candidates containing multiple Ebola nucleoprotein epitopes display interactions with diverse HLA molecules,"Jain S, Baranwal M.",Med Microbiol Immunol. 2019 Apr;208(2):227-238. doi: 10.1007/s00430-019-00584-y. Epub 2019 Feb 21.,Jain S,Med Microbiol Immunol,2019,2019/02/22,,,10.1007/s00430-019-00584-y
32950529,Prediction of potential inhibitors for RNA-dependent RNA polymerase of SARS-CoV-2 using comprehensive drug repurposing and molecular docking approach,"Parvez MSA, Karim MA, Hasan M, Jaman J, Karim Z, Tahsin T, Hasan MN, Hosen MJ.",Int J Biol Macromol. 2020 Nov 15;163:1787-1797. doi: 10.1016/j.ijbiomac.2020.09.098. Epub 2020 Sep 17.,Parvez MSA,Int J Biol Macromol,2020,2020/09/20,PMC7495146,,10.1016/j.ijbiomac.2020.09.098
37848417,Neo-intline: integrated pipeline enables neoantigen design through the in-silico presentation of T-cell epitope,"Li B, Jing P, Zheng G, Pi C, Zhang L, Yin Z, Xu L, Qiu J, Gu H, Qiu T, Fang J.",Signal Transduct Target Ther. 2023 Oct 18;8(1):397. doi: 10.1038/s41392-023-01644-9.,Li B,Signal Transduct Target Ther,2023,2023/10/17,PMC10582007,,10.1038/s41392-023-01644-9
35409167,Identification and New Indication of Melanin-Concentrating Hormone Receptor 1 (MCHR1) Antagonist Derived from Machine Learning and Transcriptome-Based Drug Repositioning Approaches,"Lim G, You KY, Lee JH, Jeon MK, Lee BH, Ryu JY, Oh KS.",Int J Mol Sci. 2022 Mar 30;23(7):3807. doi: 10.3390/ijms23073807.,Lim G,Int J Mol Sci,2022,2022/04/12,PMC8998904,,10.3390/ijms23073807
34885954,"Determination of Chemical Composition, In Vitro and In Silico Evaluation of Essential Oil from Leaves of Apium graveolens Grown in Saudi Arabia","Foudah AI, Alqarni MH, Alam A, Salkini MA, Alam P, Alkholifi FK, Yusufoglu HS.",Molecules. 2021 Dec 4;26(23):7372. doi: 10.3390/molecules26237372.,Foudah AI,Molecules,2021,2021/12/10,PMC8659096,,10.3390/molecules26237372
34343245,Network-guided identification of cancer-selective combinatorial therapies in ovarian cancer,"He L, Bulanova D, Oikkonen J, Häkkinen A, Zhang K, Zheng S, Wang W, Erkan EP, Carpén O, Joutsiniemi T, Hietanen S, Hynninen J, Huhtinen K, Hautaniemi S, Vähärautio A, Tang J, Wennerberg K, Aittokallio T.",Brief Bioinform. 2021 Nov 5;22(6):bbab272. doi: 10.1093/bib/bbab272.,He L,Brief Bioinform,2021,2021/08/03,PMC8574973,,10.1093/bib/bbab272
30336555,Prediction of Novel Anoctamin1 (ANO1) Inhibitors Using 3D-QSAR Pharmacophore Modeling and Molecular Docking,"Lee YH, Yi GS.",Int J Mol Sci. 2018 Oct 17;19(10):3204. doi: 10.3390/ijms19103204.,Lee YH,Int J Mol Sci,2018,2018/10/20,PMC6214110,,10.3390/ijms19103204
32325755,Target Identification Using Homopharma and Network-Based Methods for Predicting Compounds Against Dengue Virus-Infected Cells,"Hengphasatporn K, Plaimas K, Suratanee A, Wongsriphisant P, Yang JM, Shigeta Y, Chavasiri W, Boonyasuppayakorn S, Rungrotmongkol T.",Molecules. 2020 Apr 18;25(8):1883. doi: 10.3390/molecules25081883.,Hengphasatporn K,Molecules,2020,2020/04/25,PMC7221756,,10.3390/molecules25081883
30609096,"Graph theoretical analysis, in silico modeling, prediction of toxicity, metabolism and synthesis of novel 2-(methyl/phenyl)-3-(4-(5-substituted-1,3,4-oxadiazol-2-yl) phenyl) quinazolin-4(3H)-ones as NMDA receptor inhibitor","Saravanan G, Panneerselvam T, Kunjiappan S, Parasuraman P, Alagarsamy V, Udayakumar P, Soundararajan M, Joshi SD, Ramalingam S, Ammunje DN.",Drug Dev Res. 2019 May;80(3):368-385. doi: 10.1002/ddr.21511. Epub 2019 Jan 4.,Saravanan G,Drug Dev Res,2019,2019/01/05,,,10.1002/ddr.21511
36848730,In silico prediction of Antifungal compounds from Natural sources towards Lanosterol 14-alpha demethylase (CYP51) using Molecular docking and Molecular dynamic simulation,"Sama-Ae I, Pattaranggoon NC, Tedasen A.",J Mol Graph Model. 2023 Jun;121:108435. doi: 10.1016/j.jmgm.2023.108435. Epub 2023 Feb 16.,Sama-Ae I,J Mol Graph Model,2023,2023/02/27,,,10.1016/j.jmgm.2023.108435
26231283,Updates to the Integrated Protein-Protein Interaction Benchmarks: Docking Benchmark Version 5 and Affinity Benchmark Version 2,"Vreven T, Moal IH, Vangone A, Pierce BG, Kastritis PL, Torchala M, Chaleil R, Jiménez-García B, Bates PA, Fernandez-Recio J, Bonvin AM, Weng Z.",J Mol Biol. 2015 Sep 25;427(19):3031-41. doi: 10.1016/j.jmb.2015.07.016. Epub 2015 Jul 29.,Vreven T,J Mol Biol,2015,2015/08/02,PMC4677049,NIHMS730749,10.1016/j.jmb.2015.07.016
36071074,PLAS-5k: Dataset of Protein-Ligand Affinities from Molecular Dynamics for Machine Learning Applications,"Korlepara DB, Vasavi CS, Jeurkar S, Pal PK, Roy S, Mehta S, Sharma S, Kumar V, Muvva C, Sridharan B, Garg A, Modee R, Bhati AP, Nayar D, Priyakumar UD.",Sci Data. 2022 Sep 7;9(1):548. doi: 10.1038/s41597-022-01631-9.,Korlepara DB,Sci Data,2022,2022/09/07,PMC9451116,,10.1038/s41597-022-01631-9
35441904,Immunoinformatics approach of epitope prediction for SARS-CoV-2,"Awad N, Mohamed RH, Ghoneim NI, Elmehrath AO, El-Badri N.",J Genet Eng Biotechnol. 2022 Apr 20;20(1):60. doi: 10.1186/s43141-022-00344-1.,Awad N,J Genet Eng Biotechnol,2022,2022/04/20,PMC9019534,,10.1186/s43141-022-00344-1
33173252,"Titanium (IV) complexes of some tetra-dentate symmetrical bis-Schiff bases of 1,6-hexanediamine: Synthesis, characterization, and in silico prediction of potential inhibitor against coronavirus (SARS-CoV-2)","Uddin MN, Amin MS, Rahman MS, Khandaker S, Shumi W, Rahman MA, Rahman SM.",Appl Organomet Chem. 2021 Jan;35(1):e6067. doi: 10.1002/aoc.6067. Epub 2020 Oct 19.,Uddin MN,Appl Organomet Chem,2021,2020/11/11,PMC7645963,,10.1002/aoc.6067
29713601,A novel B- and helper T-cell epitopes-based prophylactic vaccine against Echinococcus granulosus,"Pourseif MM, Moghaddam G, Daghighkia H, Nematollahi A, Omidi Y.",Bioimpacts. 2018;8(1):39-52. doi: 10.15171/bi.2018.06. Epub 2017 Dec 20.,Pourseif MM,Bioimpacts,2018,2018/05/02,PMC5915707,,10.15171/bi.2018.06
29401388,Flex ddG: Rosetta Ensemble-Based Estimation of Changes in Protein-Protein Binding Affinity upon Mutation,"Barlow KA, Ó Conchúir S, Thompson S, Suresh P, Lucas JE, Heinonen M, Kortemme T.",J Phys Chem B. 2018 May 31;122(21):5389-5399. doi: 10.1021/acs.jpcb.7b11367. Epub 2018 Feb 15.,Barlow KA,J Phys Chem B,2018,2018/02/06,PMC5980710,NIHMS939814,10.1021/acs.jpcb.7b11367
36246961,"Pyridine-N-Oxide Alkaloids from Allium stipitatum and Their Synthetic Disulfide Analogs as Potential Drug Candidates against Mycobacterium tuberculosis: A Molecular Docking, QSBAR, and ADMET Prediction Approach","Amengor CDK, Orman E, Danquah CA, Ben IO, Biniyam PD, Harley BK.",Biomed Res Int. 2022 Oct 7;2022:6261528. doi: 10.1155/2022/6261528. eCollection 2022.,Amengor CDK,Biomed Res Int,2022,2022/10/17,PMC9568345,,10.1155/2022/6261528
32923731,An immunoinformatics study on the spike protein of SARS-CoV-2 revealing potential epitopes as vaccine candidates,"Ashik AI, Hasan M, Tasnim AT, Chowdhury MB, Hossain T, Ahmed S.",Heliyon. 2020 Sep;6(9):e04865. doi: 10.1016/j.heliyon.2020.e04865. Epub 2020 Sep 4.,Ashik AI,Heliyon,2020,2020/09/14,PMC7472982,,10.1016/j.heliyon.2020.e04865
35515829,Adequate prediction for inhibitor affinity of Aβ(40) protofibril using the linear interaction energy method,"Ngo ST, Mai BK, Derreumaux P, Vu VV.",RSC Adv. 2019 Apr 23;9(22):12455-12461. doi: 10.1039/c9ra01177c. eCollection 2019 Apr 17.,Ngo ST,RSC Adv,2019,2022/05/06,PMC9063661,,10.1039/c9ra01177c
27960040,Prediction and prioritization of neoantigens: integration of RNA sequencing data with whole-exome sequencing,"Karasaki T, Nagayama K, Kuwano H, Nitadori JI, Sato M, Anraku M, Hosoi A, Matsushita H, Takazawa M, Ohara O, Nakajima J, Kakimi K.",Cancer Sci. 2017 Feb;108(2):170-177. doi: 10.1111/cas.13131. Epub 2017 Feb 9.,Karasaki T,Cancer Sci,2017,2016/12/14,PMC5329159,,10.1111/cas.13131
25812748,Overexpression of activator of G-protein signaling 3 decreases the proliferation of esophageal squamous cell carcinoma,"Shi H, Ren H, Yang X, Zhu H, Yao L, Hang Q, Mao H, Huang Y, Zhang J, Wang Y.",Pathol Res Pract. 2015 Jun;211(6):449-55. doi: 10.1016/j.prp.2014.12.016. Epub 2015 Feb 19.,Shi H,Pathol Res Pract,2015,2015/03/28,,,10.1016/j.prp.2014.12.016
37906702,Machine Learning-Based Drug Repositioning of Novel Janus Kinase 2 Inhibitors Utilizing Molecular Docking and Molecular Dynamic Simulation,"Yasir M, Park J, Han ET, Park WS, Han JH, Kwon YS, Lee HJ, Chun W.",J Chem Inf Model. 2023 Nov 13;63(21):6487-6500. doi: 10.1021/acs.jcim.3c01090. Epub 2023 Oct 31.,Yasir M,J Chem Inf Model,2023,2023/10/31,,,10.1021/acs.jcim.3c01090
36506171,"Green and Regioselective Approach for the Synthesis of 3-Substituted Indole Based 1,2-Dihydropyridine and Azaxanthone Derivatives as a Potential Lead for SARS-CoV-2 and Delta Plus Mutant Virus: DFT and Docking Studies","Jayabal K, Elumalai D, Leelakrishnan S, Bhattacharya S, Rengarajan V, Kannan T, Chuang SC.",ACS Omega. 2022 Nov 18;7(48):43856-43876. doi: 10.1021/acsomega.2c04990. eCollection 2022 Dec 6.,Jayabal K,ACS Omega,2022,2022/12/12,PMC9730777,,10.1021/acsomega.2c04990
35449430,In Vitro Anti-Inflammatory Activity of Three Peptides Derived from the Byproduct of Rice Processing,"Qu T, He S, Ni C, Wu Y, Xu Z, Chen ML, Li H, Cheng Y, Wen L.",Plant Foods Hum Nutr. 2022 Jun;77(2):172-180. doi: 10.1007/s11130-022-00963-6. Epub 2022 Apr 21.,Qu T,Plant Foods Hum Nutr,2022,2022/04/22,,,10.1007/s11130-022-00963-6
33682632,"Structure-based virtual screening, molecular dynamics and binding affinity calculations of some potential phytocompounds against SARS-CoV-2","Naik SR, Bharadwaj P, Dingelstad N, Kalyaanamoorthy S, Mandal SC, Ganesan A, Chattopadhyay D, Palit P.",J Biomol Struct Dyn. 2022 Sep;40(15):6921-6938. doi: 10.1080/07391102.2021.1891969. Epub 2021 Mar 8.,Naik SR,J Biomol Struct Dyn,2022,2021/03/08,,,10.1080/07391102.2021.1891969
28108520,RNA-binding specificity landscape of the pentatricopeptide repeat protein PPR10,"Miranda RG, Rojas M, Montgomery MP, Gribbin KP, Barkan A.",RNA. 2017 Apr;23(4):586-599. doi: 10.1261/rna.059568.116. Epub 2017 Jan 20.,Miranda RG,RNA,2017,2017/01/22,PMC5340921,,10.1261/rna.059568.116
36836308,Comparative Genomics of Histoplasma capsulatum and Prediction of New Vaccines and Drug Targets,"Almeida PCS, Roque BS, Felice AG, Jaiswal AK, Tiwari S, Azevedo V, Silva-Vergara ML, de Castro Soares S, Ferreira-Paim K, Fonseca FM.",J Fungi (Basel). 2023 Feb 2;9(2):193. doi: 10.3390/jof9020193.,Almeida PCS,J Fungi (Basel),2023,2023/02/25,PMC9963733,,10.3390/jof9020193
32153729,Deep graph embedding for prioritizing synergistic anticancer drug combinations,"Jiang P, Huang S, Fu Z, Sun Z, Lakowski TM, Hu P.",Comput Struct Biotechnol J. 2020 Feb 15;18:427-438. doi: 10.1016/j.csbj.2020.02.006. eCollection 2020.,Jiang P,Comput Struct Biotechnol J,2020,2020/03/11,PMC7052513,,10.1016/j.csbj.2020.02.006
30668365,Exploring pharmacological mechanisms of Xueshuan-Xinmai-Ning tablets acting on coronary heart disease based on drug target-disease gene interaction network,"Mao X, Xu H, Li S, Su J, Li W, Guo Q, Wang P, Guo R, Xiao X, Zhang Y, Yang H.",Phytomedicine. 2019 Feb 15;54:159-168. doi: 10.1016/j.phymed.2018.09.018. Epub 2018 Sep 5.,Mao X,Phytomedicine,2019,2019/01/23,,,10.1016/j.phymed.2018.09.018
29600755,Virtual Screening of Novel Glucosamine-6-Phosphate Synthase Inhibitors,"Lather A, Sharma S, Khatkar A.",Comb Chem High Throughput Screen. 2018;21(3):182-193. doi: 10.2174/1386207321666180330114457.,Lather A,Comb Chem High Throughput Screen,2018,2018/03/31,,,10.2174/1386207321666180330114457
34545632,Muscarinic receptor binding activity in rat tissues by vibegron and prediction of its receptor occupancy levels in the human bladder,"Yamada S, Chimoto J, Shiho M, Okura T, Morikawa K, Kagota S, Shinozuka K.",Int J Urol. 2021 Dec;28(12):1298-1303. doi: 10.1111/iju.14696. Epub 2021 Sep 21.,Yamada S,Int J Urol,2021,2021/09/21,,,10.1111/iju.14696
29345906,Prediction of Hot Spots at Myeloid Cell Leukemia-1-Inhibitor Interface Using Energy Estimation and Alanine Scanning Mutagenesis,"Marimuthu P, Singaravelu K.",Biochemistry. 2018 Feb 20;57(7):1249-1261. doi: 10.1021/acs.biochem.7b01048. Epub 2018 Feb 1.,Marimuthu P,Biochemistry,2018,2018/01/19,PMC6203182,,10.1021/acs.biochem.7b01048
28912108,"Leptospira borgpetersenii hybrid leucine-rich repeat protein: Cloning and expression, immunogenic identification and molecular docking evaluation","Sritrakul T, Nitipan S, Wajjwalku W, La-Ard A, Suphatpahirapol C, Petkarnjanapong W, Ongphiphadhanakul B, Prapong S.",J Microbiol Methods. 2017 Nov;142:52-62. doi: 10.1016/j.mimet.2017.09.005. Epub 2017 Sep 12.,Sritrakul T,J Microbiol Methods,2017,2017/09/16,,,10.1016/j.mimet.2017.09.005
35606422,Prediction of protein-ligand binding affinity from sequencing data with interpretable machine learning,"Rube HT, Rastogi C, Feng S, Kribelbauer JF, Li A, Becerra B, Melo LAN, Do BV, Li X, Adam HH, Shah NH, Mann RS, Bussemaker HJ.",Nat Biotechnol. 2022 Oct;40(10):1520-1527. doi: 10.1038/s41587-022-01307-0. Epub 2022 May 23.,Rube HT,Nat Biotechnol,2022,2022/05/23,PMC9546773,,10.1038/s41587-022-01307-0
38002424,Prospection of Peptide Inhibitors of Thrombin from Diverse Origins Using a Machine Learning Pipeline,"Balakrishnan N, Katkar R, Pham PV, Downey T, Kashyap P, Anastasiu DC, Ramasubramanian AK.",Bioengineering (Basel). 2023 Nov 9;10(11):1300. doi: 10.3390/bioengineering10111300.,Balakrishnan N,Bioengineering (Basel),2023,2023/11/25,PMC10669389,,10.3390/bioengineering10111300
36252459,Mutations in the monkeypox virus replication complex: Potential contributing factors to the 2022 outbreak,"Kannan SR, Sachdev S, Reddy AS, Kandasamy SL, Byrareddy SN, Lorson CL, Singh K.",J Autoimmun. 2022 Dec;133:102928. doi: 10.1016/j.jaut.2022.102928. Epub 2022 Oct 14.,Kannan SR,J Autoimmun,2022,2022/10/17,PMC9562781,,10.1016/j.jaut.2022.102928
36134737,Prediction of Aptamer-Small-Molecule Interactions Using Metastable States from Multiple Independent Molecular Dynamics Simulations,"Rodríguez Serrano AF, Hsing IM.",J Chem Inf Model. 2022 Oct 10;62(19):4799-4809. doi: 10.1021/acs.jcim.2c00734. Epub 2022 Sep 22.,Rodríguez Serrano AF,J Chem Inf Model,2022,2022/09/22,,,10.1021/acs.jcim.2c00734
34171797,Molecular double clips within RepID WD40 domain control chromatin binding and CRL4-substrate assembly,"Kim DK, Redon CE, Aladjem MI, Kim HK, Jang SM.",Biochem Biophys Res Commun. 2021 Aug 27;567:208-214. doi: 10.1016/j.bbrc.2021.06.047. Epub 2021 Jun 22.,Kim DK,Biochem Biophys Res Commun,2021,2021/06/25,PMC9969741,NIHMS1870305,10.1016/j.bbrc.2021.06.047
33979150,DeepBSP-a Machine Learning Method for Accurate Prediction of Protein-Ligand Docking Structures,"Bao J, He X, Zhang JZH.",J Chem Inf Model. 2021 May 24;61(5):2231-2240. doi: 10.1021/acs.jcim.1c00334. Epub 2021 May 12.,Bao J,J Chem Inf Model,2021,2021/05/12,,,10.1021/acs.jcim.1c00334
33612772,Prediction of promiscuous epitopes in NSP2 of Chikungunya virus: An in-silico approach,"Fazal F, Anwar T, Waheed Y, Parvaiz F.",Trop Biomed. 2020 Sep 1;37(3):566-577. doi: 10.47665/tb.37.3.566.,Fazal F,Trop Biomed,2020,2021/02/22,,,10.47665/tb.37.3.566
33124164,Antinociceptive and sedative activity of Vernonia patula and predictive interactions of its phenolic compounds with the cannabinoid type 1 receptor,"Siraj MA, Howlader MSI, Rahaman MS, Shilpi JA, Seidel V.",Phytother Res. 2021 Feb;35(2):1069-1079. doi: 10.1002/ptr.6876. Epub 2020 Oct 29.,Siraj MA,Phytother Res,2021,2020/10/30,,,10.1002/ptr.6876
32868845,Applied machine learning for predicting the lanthanide-ligand binding affinities,"Chaube S, Goverapet Srinivasan S, Rai B.",Sci Rep. 2020 Aug 31;10(1):14322. doi: 10.1038/s41598-020-71255-9.,Chaube S,Sci Rep,2020,2020/09/02,PMC7459320,,10.1038/s41598-020-71255-9
32175507,"Fast, Accurate, and Reliable Protocols for Routine Calculations of Protein-Ligand Binding Affinities in Drug Design Projects Using AMBER GPU-TI with ff14SB/GAFF","He X, Liu S, Lee TS, Ji B, Man VH, York DM, Wang J.",ACS Omega. 2020 Feb 25;5(9):4611-4619. doi: 10.1021/acsomega.9b04233. eCollection 2020 Mar 10.,He X,ACS Omega,2020,2020/03/17,PMC7066661,,10.1021/acsomega.9b04233
28841721,Docking-based modeling of protein-protein interfaces for extensive structural and functional characterization of missense mutations,"Barradas-Bautista D, Fernández-Recio J.",PLoS One. 2017 Aug 25;12(8):e0183643. doi: 10.1371/journal.pone.0183643. eCollection 2017.,Barradas-Bautista D,PLoS One,2017,2017/08/26,PMC5571915,,10.1371/journal.pone.0183643
27108187,Biomolecular interaction analysis for carbon nanotubes and for biocompatibility prediction,"Chen X, Fang J, Cheng Y, Zheng J, Zhang J, Chen T, Ruan BH.",Anal Biochem. 2016 Jul 15;505:1-7. doi: 10.1016/j.ab.2016.04.005. Epub 2016 Apr 21.,Chen X,Anal Biochem,2016,2016/04/25,,,10.1016/j.ab.2016.04.005
26637054,VH-VL orientation prediction for antibody humanization candidate selection: A case study,"Bujotzek A, Lipsmeier F, Harris SF, Benz J, Kuglstatter A, Georges G.",MAbs. 2016;8(2):288-305. doi: 10.1080/19420862.2015.1117720.,Bujotzek A,MAbs,2016,2015/12/05,PMC4966660,,10.1080/19420862.2015.1117720
26357221,A Comparative Assessment of Predictive Accuracies of Conventional and Machine Learning Scoring Functions for Protein-Ligand Binding Affinity Prediction,"Ashtawy HM, Mahapatra NR.",IEEE/ACM Trans Comput Biol Bioinform. 2015 Mar-Apr;12(2):335-47. doi: 10.1109/TCBB.2014.2351824.,Ashtawy HM,IEEE/ACM Trans Comput Biol Bioinform,2015,2015/09/11,,,10.1109/TCBB.2014.2351824
25276190,"Prediction of In-silico ADME Properties of 1,2-O-Isopropylidene Aldohexose Derivatives","Kovačević SZ, Jevrić LR, Podunavac Kuzmanović SO, Lončar ES.",Iran J Pharm Res. 2014 Summer;13(3):899-907.,Kovačević SZ,Iran J Pharm Res,2014,2014/10/03,PMC4177650,,
37979046,"Investigating associations between HLA DQA1 ~ DQB1 haplotypes, H. pylori infection, metaplasia, and anti-CagA IgA seropositivity in a Turkish gastritis cohort","Colakogullari M, Karatas L, Tatar Z.",Immunogenetics. 2023 Nov 18. doi: 10.1007/s00251-023-01325-5. Online ahead of print.,Colakogullari M,Immunogenetics,2023,2023/11/18,,,10.1007/s00251-023-01325-5
37096811,Design and development of novel potential inhibitors of the human USP21 enzyme using a pharmacophore-based virtual screening technique,"Roy A, Luharuka S, Paul I, Ray S.",J Mol Recognit. 2023 Jul;36(7):e3023. doi: 10.1002/jmr.3023. Epub 2023 May 7.,Roy A,J Mol Recognit,2023,2023/04/25,,,10.1002/jmr.3023
36743462,Systematically Investigating the Pharmacological Mechanism of Momordica grosvenori in the Treatment of Spinal Cord Injury by Network Pharmacology and Experimental Verification,"Wang J, Yang Z, Jiang J, Xv Y, Tan X, Chen R, Li F, Li C, Su Y.",Evid Based Complement Alternat Med. 2023 Jan 25;2023:1638966. doi: 10.1155/2023/1638966. eCollection 2023.,Wang J,Evid Based Complement Alternat Med,2023,2023/02/06,PMC9891827,,10.1155/2023/1638966
36597915,Inhibition of mecA and bla(CTX-M) from MRSA and ESBL strains of diabetic foot infection by screening antibiotics compound library: an in silico analysis,"Pugazhendhi S, Murugesan T, Dhanapal AR, Balakrishnan A, Venkidasamy B, Vedagiri H, Arvind Prasanth D.",J Biomol Struct Dyn. 2023;41(21):11431-11436. doi: 10.1080/07391102.2022.2162581. Epub 2023 Jan 4.,Pugazhendhi S,J Biomol Struct Dyn,2023,2023/01/04,,,10.1080/07391102.2022.2162581
36460382,Identification of novel anti-tuberculosis agent: An in silico investigation,"Vasava M, Thacker S, Jethwa D, Acharya P, Bhavsar Z, Patel H.",Indian J Tuberc. 2022 Oct;69(4):503-522. doi: 10.1016/j.ijtb.2021.08.014. Epub 2021 Aug 14.,Vasava M,Indian J Tuberc,2022,2022/12/02,,,10.1016/j.ijtb.2021.08.014
35815531,Prediction of novel and potent inhibitors of lanosterol 14-α demethylase,"Waseem M, Thakur JK, Subbarao N.",J Biomol Struct Dyn. 2023 Jul-Aug;41(12):5744-5756. doi: 10.1080/07391102.2022.2096116. Epub 2022 Jul 9.,Waseem M,J Biomol Struct Dyn,2023,2022/07/11,,,10.1080/07391102.2022.2096116
34958660,Molecular persistent spectral image (Mol-PSI) representation for machine learning models in drug design,"Jiang P, Chi Y, Li XS, Liu X, Hua XS, Xia K.",Brief Bioinform. 2022 Jan 17;23(1):bbab527. doi: 10.1093/bib/bbab527.,Jiang P,Brief Bioinform,2022,2021/12/27,,,10.1093/bib/bbab527
